09/01/2024 17:26:02.465 | DEBUG    |                                      InstallAshita | Installing Ashita into the current process.
09/01/2024 17:26:02.465 | DEBUG    |                             AshitaCore::AshitaCore | .ctor
09/01/2024 17:26:02.465 | DEBUG    |                             AshitaCore::Initialize | <Begin>
09/01/2024 17:26:02.465 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
09/01/2024 17:26:02.465 | DEBUG    |                             AshitaCore::Initialize | Starting initialization...
09/01/2024 17:26:02.465 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Install Path : C:\Github Projects\Ashita-v4beta\
09/01/2024 17:26:02.465 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Config Script: \boot\HiRes60FPSLargeHud.ini
09/01/2024 17:26:02.465 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Github Projects\Ashita-v4beta\\config\boot\HiRes60FPSLargeHud.ini
09/01/2024 17:26:02.466 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
09/01/2024 17:26:02.466 | DEBUG    |                             AshitaCore::Initialize | >> BOOT CONFIGURATION DUMP <<
09/01/2024 17:26:02.466 | DEBUG    |                             AshitaCore::Initialize | [ashita.launcher]
09/01/2024 17:26:02.466 | DEBUG    |                             AshitaCore::Initialize |   autoclose : 1
09/01/2024 17:26:02.466 | DEBUG    |                             AshitaCore::Initialize |   name : Example Configuration
09/01/2024 17:26:02.466 | DEBUG    |                             AshitaCore::Initialize | [ashita.boot]
09/01/2024 17:26:02.466 | DEBUG    |                             AshitaCore::Initialize |   file : 
09/01/2024 17:26:02.466 | DEBUG    |                             AshitaCore::Initialize |   gamemodule : ffximain.dll
09/01/2024 17:26:02.466 | DEBUG    |                             AshitaCore::Initialize |   script : default.txt
09/01/2024 17:26:02.466 | DEBUG    |                             AshitaCore::Initialize |   args : 
09/01/2024 17:26:02.466 | DEBUG    |                             AshitaCore::Initialize | [ashita.fonts]
09/01/2024 17:26:02.466 | DEBUG    |                             AshitaCore::Initialize |   d3d8.disable_scaling : 0
09/01/2024 17:26:02.466 | DEBUG    |                             AshitaCore::Initialize |   d3d8.family : Arial
09/01/2024 17:26:02.466 | DEBUG    |                             AshitaCore::Initialize |   d3d8.height : 10
09/01/2024 17:26:02.466 | DEBUG    |                             AshitaCore::Initialize | [ashita.input]
09/01/2024 17:26:02.466 | DEBUG    |                             AshitaCore::Initialize |   gamepad.allowbackground : 0
